,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
3159,Kepler-208 c,Kepler-208,1,4,Transit,2014,Kepler,0,2.1361317278627663,6.7e-05,-6.7e-05,0.0,0.07603468627599762,,,0.0,0.8712933659434192,0.26,-0.26,0.0,0.124,0.023,-0.023,0.0,1.2556160374777743,,,0.0,0.00786895837869518,,,0.0,M-R relationship,0.0,,,0.0,5.707674889371545,9.01,-8.74,0.0,7.040536390215956,,,0.0,0,,6092.0,100.0,-100.0,0.0,0.8372475245337022,0.24,-0.24,0.0,1.16,0.11,-0.06,0.0,-0.042,0.012,-0.012,0.0,[M/H],4.26,0.15,-0.15,0.0,19h35m33.65s,293.8901979,+42d31m40.59s,42.5279413,6.654575111291388,8.8585,-8.8585,13.561,0.057,-0.057,12.21,0.02,-0.02,13.5376,0.000187,-0.000187
3160,Kepler-208 d,Kepler-208,1,4,Transit,2014,Kepler,0,2.4958289503697384,0.000131,-0.000131,0.0,0.09803374027136541,,,0.0,0.7884573603642702,0.23,-0.23,0.0,0.107,0.021,-0.021,0.0,1.0543120297715298,,,0.0,0.00586278026837564,,,0.0,M-R relationship,0.0,,,0.0,5.177730403558919,5.29,-5.14,0.0,6.907755278982137,,,0.0,0,,6092.0,100.0,-100.0,0.0,0.8372475245337022,0.24,-0.24,0.0,1.16,0.11,-0.06,0.0,-0.042,0.012,-0.012,0.0,[M/H],4.26,0.15,-0.15,0.0,19h35m33.65s,293.8901979,+42d31m40.59s,42.5279413,6.654575111291388,8.8585,-8.8585,13.561,0.057,-0.057,12.21,0.02,-0.02,13.5376,0.000187,-0.000187
3161,Kepler-208 e,Kepler-208,1,4,Transit,2014,Kepler,0,2.8483602830764787,0.000176,-0.000176,0.0,0.1239859797809912,,,0.0,0.9082585601768908,0.28,-0.28,0.0,0.132,0.025,-0.025,0.0,1.332366019094335,,,0.0,0.008751592851796218,,,0.0,M-R relationship,0.0,,,0.0,4.676001366748682,3.19,-3.1,0.0,6.78105762593618,,,0.0,0,,6092.0,100.0,-100.0,0.0,0.8372475245337022,0.24,-0.24,0.0,1.16,0.11,-0.06,0.0,-0.042,0.012,-0.012,0.0,[M/H],4.26,0.15,-0.15,0.0,19h35m33.65s,293.8901979,+42d31m40.59s,42.5279413,6.654575111291388,8.8585,-8.8585,13.561,0.057,-0.057,12.21,0.02,-0.02,13.5376,0.000187,-0.000187
3162,Kepler-209 b,Kepler-209,1,2,Transit,2014,Kepler,0,2.8383673920437618,4.1e-05,-4.1e-05,0.0,0.11511280710050457,,,0.0,1.1817271953786161,0.34,-0.34,0.0,0.202,0.03,-0.03,0.0,1.9065751436566365,,,0.0,0.017839918128331,,,0.0,M-R relationship,0.0,,,0.0,3.9051997800800207,1.35,-1.3,0.0,6.505784060128229,,,0.0,0,,5513.0,100.0,-100.0,0.0,0.6626879730752367,0.14,-0.14,0.0,0.93,0.03,-0.03,0.0,0.11,0.013,-0.013,0.0,[M/H],4.47,0.15,-0.15,0.0,19h24m40.67s,291.1694567,+42d38m26.62s,42.6407281,6.3594804387023975,5.5555,-5.5555,14.132,0.114,-0.114,12.362,0.021,-0.021,13.9517,0.000215,-0.000215
3163,Kepler-209 c,Kepler-209,1,2,Transit,2014,Kepler,0,3.7553664351450418,0.000106,-0.000106,0.0,0.20782684720231648,,,0.0,1.410986973710262,0.51,-0.51,0.0,0.277,0.045,-0.045,0.0,2.379546134130174,,,0.0,0.030335199796072947,,,0.0,M-R relationship,0.0,,,0.0,2.6837575085331657,0.38,-0.36,0.0,6.18826412308259,,,0.0,1,,5513.0,100.0,-100.0,0.0,0.6626879730752367,0.14,-0.14,0.0,0.93,0.03,-0.03,0.0,0.11,0.013,-0.013,0.0,[M/H],4.47,0.15,-0.15,0.0,19h24m40.67s,291.1694567,+42d38m26.62s,42.6407281,6.3594804387023975,5.5555,-5.5555,14.132,0.114,-0.114,12.362,0.021,-0.021,13.9517,0.000215,-0.000215
3164,Kepler-21 b,Kepler-21,2,1,Transit,2012,Kepler,0,1.3312519422767723,3e-05,-3e-05,0.0,0.04182980650710846,0.0,0.0,0.0,0.9704000575211871,0.019,-0.015,0.0,0.146,0.002,-0.001,0.0,1.8050046959780757,1.72,-1.72,0.0,0.01585366392316714,0.00541,-0.00541,0.0,Mass,0.019802627296179712,0.1,-0.1,0.0,8.013737013126326,54.67,-53.83,0.0,7.613818684808629,20.0,-20.0,0.0,0,F6 IV,6305.0,50.0,-50.0,0.0,1.0647107369924282,0.02,-0.01,0.0,1.41,0.02,-0.03,0.0,-0.03,0.1,-0.1,0.0,[Fe/H],4.03,0.0,0.0,0.0,19h09m26.87s,287.3619673,+38d42m50.90s,38.7141384,4.696125442318202,0.385,-0.382,8.25,0.03,-0.03,6.945,0.018,-0.018,8.12832,0.000459,-0.000459
3165,Kepler-210 b,Kepler-210,1,2,Transit,2014,Kepler,0,1.2393111832707573,1e-06,-1e-06,0.0,0.03149866705937099,,,0.0,1.3711807233098425,0.21,-0.21,0.0,0.262,0.019,-0.019,0.0,2.298577071596507,,,0.0,0.02780970063926723,,,0.0,M-R relationship,0.0,,,0.0,4.813321919483064,12.36,-11.36,0.0,6.6039438246004725,,,0.0,0,M0 V,4559.0,100.0,-100.0,0.0,0.5007752879124893,0.03,-0.03,0.0,0.77,0.02,-0.02,0.0,0.277,0.013,-0.013,0.0,[M/H],4.66,0.15,-0.15,0.0,19h30m00.82s,292.5034196,+43d04m59.59s,43.0832188,5.4542521681687965,0.827,-0.827,14.126,0.137,-0.137,11.313,0.016,-0.016,13.8043,0.000531,-0.000531
3166,Kepler-210 c,Kepler-210,1,2,Transit,2014,Kepler,0,2.1941657929101277,3e-06,-3e-06,0.0,0.06765864847381481,,,0.0,1.5303947050936475,0.19,-0.19,0.0,0.323,0.017,-0.017,0.0,2.624668592163159,,,0.0,0.03931686237695039,,,0.0,M-R relationship,0.0,,,0.0,3.2748780149834857,2.58,-2.37,0.0,6.210600077024653,,,0.0,1,M0 V,4559.0,100.0,-100.0,0.0,0.5007752879124893,0.03,-0.03,0.0,0.77,0.02,-0.02,0.0,0.277,0.013,-0.013,0.0,[M/H],4.66,0.15,-0.15,0.0,19h30m00.82s,292.5034196,+43d04m59.59s,43.0832188,5.4542521681687965,0.827,-0.827,14.126,0.137,-0.137,11.313,0.016,-0.016,13.8043,0.000531,-0.000531
3167,Kepler-211 b,Kepler-211,1,2,Transit,2014,Kepler,0,1.6367758036756086,1e-05,-1e-05,0.0,0.04688358589885042,,,0.0,0.8153648132841945,0.09,-0.09,0.0,0.112,0.008,-0.008,0.0,1.1410330045520618,,,0.0,0.006667721257991181,,,0.0,M-R relationship,0.0,,,0.0,5.0700984573670445,3.56,-3.49,0.0,6.86171134048073,,,0.0,0,,5123.0,100.0,-100.0,0.0,0.598836501088704,0.05,-0.05,0.0,0.9,0.01,-0.02,0.0,0.151,0.033,-0.033,0.0,[M/H],4.55,0.15,-0.15,0.0,19h01m45.39s,285.4391183,+43d10m06.62s,43.1685051,5.737710359318499,1.747,-1.728,13.448,0.08,-0.08,11.447,0.021,-0.021,13.2732,0.000639,-0.000639
3168,Kepler-211 c,Kepler-211,1,2,Transit,2014,Kepler,0,1.9516720885816712,1.6e-05,-1.6e-05,0.0,0.060153922819747095,,,0.0,0.8285518175661483,0.09,-0.09,0.0,0.115,0.008,-0.008,0.0,2.9601050959108397,22.4,-17.0,0.0,0.05638033343610764,0.07,-0.053,0.0,Mass,0.0,,,0.0,4.5689210533129705,2.15,-2.1,0.0,6.7357800142423265,,,0.0,0,,5123.0,100.0,-100.0,0.0,0.598836501088704,0.05,-0.05,0.0,0.9,0.01,-0.02,0.0,0.151,0.033,-0.033,0.0,[M/H],4.55,0.15,-0.15,0.0,19h01m45.39s,285.4391183,+43d10m06.62s,43.1685051,5.737710359318499,1.747,-1.728,13.448,0.08,-0.08,11.447,0.021,-0.021,13.2732,0.000639,-0.000639
3169,Kepler-212 b,Kepler-212,1,2,Transit,2014,Kepler,0,2.848251583141499,0.000378,-0.000378,0.0,0.12486898204586927,,,0.0,0.7371640659767197,0.21,-0.21,0.0,0.097,0.019,-0.019,0.0,0.8415671856782186,,,0.0,0.0041513711224760285,,,0.0,M-R relationship,0.0,,,0.0,4.904311351528766,3.57,-3.48,0.0,6.7226297948554485,,,0.0,0,,5852.0,100.0,-100.0,0.0,0.9001613499442714,0.27,-0.27,0.0,1.17,0.04,-0.04,0.0,0.116,0.043,-0.043,0.0,[M/H],4.18,0.15,-0.15,0.0,19h10m29.00s,287.6208165,+43d08m29.85s,43.1416239,6.5340707749295595,8.533,-8.329001,13.129,0.08,-0.08,11.62,0.011,-0.011,12.9872,0.000262,-0.000262
3170,Kepler-212 c,Kepler-212,1,2,Transit,2014,Kepler,0,3.490586246852276,0.000142,-0.000142,0.0,0.18813794211539445,,,0.0,1.3190856114264407,0.51,-0.51,0.0,0.244,0.045,-0.045,0.0,2.191653532286764,,,0.0,0.024692612590371504,,,0.0,M-R relationship,0.0,,,0.0,4.019261756097745,1.46,-1.42,0.0,6.499787040655854,,,0.0,0,,5852.0,100.0,-100.0,0.0,0.9001613499442714,0.27,-0.27,0.0,1.17,0.04,-0.04,0.0,0.116,0.043,-0.043,0.0,[M/H],4.18,0.15,-0.15,0.0,19h10m29.00s,287.6208165,+43d08m29.85s,43.1416239,6.5340707749295595,8.533,-8.329001,13.129,0.08,-0.08,11.62,0.011,-0.011,12.9872,0.000262,-0.000262
3171,Kepler-213 b,Kepler-213,1,2,Transit,2014,Kepler,0,1.2419504374830161,6e-06,-6e-06,0.0,0.03536714383729131,,,0.0,0.9631743177730056,0.31,-0.31,0.0,0.145,0.028,-0.028,0.0,1.449269160281279,,,0.0,0.01014833105181515,,,0.0,M-R relationship,0.0,,,0.0,6.7267967927852235,23.44,-22.8,0.0,7.190676034332207,,,0.0,0,,5696.0,100.0,-100.0,0.0,0.7884573603642702,0.22,-0.22,0.0,1.07,0.03,-0.03,0.0,0.157,0.056,-0.056,0.0,[M/H],4.31,0.15,-0.15,0.0,19h23m17.81s,290.8241931,+44d38m50.22s,44.6472832,6.455102646790591,7.2715,-7.2715,13.705,0.126,-0.126,12.122,0.017,-0.017,13.6023,0.000204,-0.000204
3172,Kepler-213 c,Kepler-213,1,2,Transit,2014,Kepler,0,1.7618090669879056,8e-06,-8e-06,0.0,0.055434706888100586,,,0.0,1.205970806988609,0.45,-0.45,0.0,0.209,0.04,-0.04,0.0,1.9572739077056285,,,0.0,0.018919884852510872,,,0.0,M-R relationship,0.0,,,0.0,5.830532592992498,9.55,-9.29,0.0,6.966967138613983,,,0.0,0,,5696.0,100.0,-100.0,0.0,0.7884573603642702,0.22,-0.22,0.0,1.07,0.03,-0.03,0.0,0.157,0.056,-0.056,0.0,[M/H],4.31,0.15,-0.15,0.0,19h23m17.81s,290.8241931,+44d38m50.22s,44.6472832,6.455102646790591,7.2715,-7.2715,13.705,0.126,-0.126,12.122,0.017,-0.017,13.6023,0.000204,-0.000204
3173,Kepler-214 b,Kepler-214,1,2,Transit,2014,Kepler,0,2.8130432892668216,8e-05,-8e-05,0.0,0.12221763272424921,,,0.0,1.2837077723447896,0.49,-0.49,0.0,0.233,0.044,-0.044,0.0,2.1186622548331173,,,0.0,0.02273948696948943,,,0.0,M-R relationship,0.0,,,0.0,5.285232126999381,9.14,-8.7,0.0,6.63200177739563,,,0.0,0,,6169.0,100.0,-100.0,0.0,0.8544153281560676,0.25,-0.25,0.0,1.11,0.03,-0.02,0.0,-0.091,0.051,-0.051,0.0,[M/H],4.25,0.15,-0.15,0.0,18h59m01.16s,284.7548499,+44d57m21.78s,44.95605,7.097912721543866,22.865,-22.865,14.057,0.183,-0.183,12.607,0.028,-0.028,13.9058,0.000245,-0.000245
3174,Kepler-214 c,Kepler-214,1,2,Transit,2014,Kepler,0,3.3938303113165884,0.000397,-0.000397,0.0,0.17730901497041035,,,0.0,1.1410330045520618,0.4,-0.4,0.0,0.19,0.036,-0.036,0.0,1.8213182714695995,,,0.0,0.016168581161583706,,,0.0,M-R relationship,0.0,,,0.0,4.480060374945247,4.06,-3.86,0.0,6.429719478039138,,,0.0,0,,6169.0,100.0,-100.0,0.0,0.8544153281560676,0.25,-0.25,0.0,1.11,0.03,-0.02,0.0,-0.091,0.051,-0.051,0.0,[M/H],4.25,0.15,-0.15,0.0,18h59m01.16s,284.7548499,+44d57m21.78s,44.95605,7.097912721543866,22.865,-22.865,14.057,0.183,-0.183,12.607,0.028,-0.028,13.9058,0.000245,-0.000245
3175,Kepler-215 b,Kepler-215,1,4,Transit,2014,Kepler,0,2.3380170995925673,4e-05,-4e-05,0.0,0.08065790301745447,,,0.0,0.9631743177730056,0.4,-0.4,0.0,0.145,0.036,-0.036,0.0,1.449269160281279,,,0.0,0.01014833105181515,,,0.0,M-R relationship,0.0,,,0.0,4.664099253517379,2.47,-2.41,0.0,6.665683717782408,,,0.0,0,,5739.0,164.0,-164.0,0.0,0.708035793053696,0.24,-0.24,0.0,0.94,0.03,-0.04,0.0,-0.443,0.012,-0.012,0.0,[M/H],4.36,0.15,-0.15,0.0,19h39m53.65s,294.9735313,+45d12m49.27s,45.2136867,6.188257962899345,3.654,-3.654,13.678,0.126,-0.126,11.996,0.019,-0.019,13.5549,0.000249,-0.000249
3176,Kepler-215 c,Kepler-215,1,4,Transit,2014,Kepler,0,2.751563482857942,8.9e-05,-8.9e-05,0.0,0.10705907229340779,,,0.0,1.0188473201992472,0.42,-0.42,0.0,0.158,0.037,-0.037,0.0,1.5644405465033646,,,0.0,0.0118297517535772,,,0.0,M-R relationship,0.0,,,0.0,4.072269354570243,1.35,-1.32,0.0,6.516193076042964,,,0.0,0,,5739.0,164.0,-164.0,0.0,0.708035793053696,0.24,-0.24,0.0,0.94,0.03,-0.04,0.0,-0.443,0.012,-0.012,0.0,[M/H],4.36,0.15,-0.15,0.0,19h39m53.65s,294.9735313,+45d12m49.27s,45.2136867,6.188257962899345,3.654,-3.654,13.678,0.126,-0.126,11.996,0.019,-0.019,13.5549,0.000249,-0.000249
3177,Kepler-215 d,Kepler-215,1,4,Transit,2014,Kepler,0,3.461490120960699,9.2e-05,-9.2e-05,0.0,0.16974277458709452,,,0.0,1.220829921392359,0.55,-0.55,0.0,0.213,0.049,-0.049,0.0,3.202746442938317,17.3,-11.9,0.0,0.07138999608667294,0.054,-0.037,0.0,Mass,0.0,,,0.0,3.109060958860994,0.5,-0.49,0.0,6.269096283706261,,,0.0,1,,5739.0,164.0,-164.0,0.0,0.708035793053696,0.24,-0.24,0.0,0.94,0.03,-0.04,0.0,-0.443,0.012,-0.012,0.0,[M/H],4.36,0.15,-0.15,0.0,19h39m53.65s,294.9735313,+45d12m49.27s,45.2136867,6.188257962899345,3.654,-3.654,13.678,0.126,-0.126,11.996,0.019,-0.019,13.5549,0.000249,-0.000249
3178,Kepler-215 e,Kepler-215,1,4,Transit,2014,Kepler,0,4.236437264525691,0.00063,-0.00063,0.0,0.27307592006241876,,,0.0,1.0116009116784799,0.41,-0.41,0.0,0.156,0.037,-0.037,0.0,1.5496879080283263,,,0.0,0.011632084229707653,,,0.0,M-R relationship,0.0,,,0.0,2.1329823086078656,0.17,-0.17,0.0,6.0063531596017325,,,0.0,0,,5739.0,164.0,-164.0,0.0,0.708035793053696,0.24,-0.24,0.0,0.94,0.03,-0.04,0.0,-0.443,0.012,-0.012,0.0,[M/H],4.36,0.15,-0.15,0.0,19h39m53.65s,294.9735313,+45d12m49.27s,45.2136867,6.188257962899345,3.654,-3.654,13.678,0.126,-0.126,11.996,0.019,-0.019,13.5549,0.000249,-0.000249
3179,Kepler-216 b,Kepler-216,1,2,Transit,2014,Kepler,0,2.1625918388683867,3.1e-05,-3.1e-05,0.0,0.07603468627599762,,,0.0,1.208960345836975,0.46,-0.46,0.0,0.21,0.041,-0.041,0.0,1.9629077254238845,,,0.0,0.019116117192230053,,,0.0,M-R relationship,0.0,,,0.0,6.2934747301740925,22.77,-21.72,0.0,6.975413927455952,,,0.0,0,,6091.0,120.0,-120.0,0.0,0.8153648132841945,0.24,-0.24,0.0,1.11,0.07,-0.06,0.0,-0.149,0.014,-0.014,0.0,[M/H],4.28,0.15,-0.15,0.0,19h34m54.74s,293.7280695,+46d07m44.81s,46.1291139,7.08042204458011,21.42,-21.42,14.054,0.195,-0.195,12.621,0.021,-0.021,13.9607,0.000231,-0.000231
3180,Kepler-216 c,Kepler-216,1,2,Transit,2014,Kepler,0,2.9127130445995553,5.7e-05,-5.7e-05,0.0,0.12751332029895962,,,0.0,1.3962446919730587,0.59,-0.59,0.0,0.271,0.053,-0.053,0.0,2.349468678892896,,,0.0,0.029364608629903935,,,0.0,M-R relationship,0.0,,,0.0,5.2098139679566335,7.68,-7.32,0.0,6.703188113240863,,,0.0,0,,6091.0,120.0,-120.0,0.0,0.8153648132841945,0.24,-0.24,0.0,1.11,0.07,-0.06,0.0,-0.149,0.014,-0.014,0.0,[M/H],4.28,0.15,-0.15,0.0,19h34m54.74s,293.7280695,+46d07m44.81s,46.1291139,7.08042204458011,21.42,-21.42,14.054,0.195,-0.195,12.621,0.021,-0.021,13.9607,0.000231,-0.000231
3181,Kepler-217 b,Kepler-217,1,3,Transit,2014,Kepler,0,1.8523751498280467,1.9e-05,-1.9e-05,0.0,0.06297479916138843,,,0.0,1.172482137234565,0.32,-0.32,0.0,0.199,0.029,-0.029,0.0,1.8870696490323797,,,0.0,0.017446913603720648,,,0.0,M-R relationship,0.0,,,0.0,7.220724908960667,51.73,-49.76,0.0,7.254177846456518,,,0.0,0,,6171.0,109.0,-109.0,0.0,1.0296194171811583,0.26,-0.26,0.0,1.14,0.14,-0.1,0.0,0.09,0.123,-0.084,0.0,[Fe/H],4.03,0.18,-0.18,0.0,19h32m09.06s,293.0377331,+46d16m39.08s,46.2775223,7.008179631809018,16.88,-16.38,13.155,0.069,-0.069,12.103,0.024,-0.024,13.1207,0.000307,-0.000307
3182,Kepler-217 c,Kepler-217,1,3,Transit,2014,Kepler,0,2.2603041180125456,5.3e-05,-5.3e-05,0.0,0.08525984395082342,,,0.0,1.0473189942805592,0.27,-0.27,0.0,0.165,0.024,-0.024,0.0,1.6253112615903906,,,0.0,0.012718772407774689,,,0.0,M-R relationship,0.0,,,0.0,6.595520917427517,27.67,-26.61,0.0,7.097548850614793,,,0.0,0,,6171.0,109.0,-109.0,0.0,1.0296194171811583,0.26,-0.26,0.0,1.14,0.14,-0.1,0.0,0.09,0.123,-0.084,0.0,[Fe/H],4.03,0.18,-0.18,0.0,19h32m09.06s,293.0377331,+46d16m39.08s,46.2775223,7.008179631809018,16.88,-16.38,13.155,0.069,-0.069,12.103,0.024,-0.024,13.1207,0.000307,-0.000307
3183,Kepler-217 d,Kepler-217,1,3,Transit,2016,Kepler,0,1.586557183640454,2.241e-05,-2.241e-05,0.0,0.04926624130291806,,,0.0,0.8415671856782186,0.36,-0.27,0.0,0.118,0.032,-0.024,0.0,1.1939224684724346,,,0.0,0.007213917018194812,,,0.0,M-R relationship,0.0,,,0.0,7.650049702808327,79.49,-76.46,0.0,7.362010551259734,,,0.0,0,,6341.0,96.97,-88.1,0.0,1.0152306797290587,0.46,-0.37,0.0,1.37,0.16,-0.12,0.0,0.09,0.123,-0.084,0.0,[Fe/H],4.08,0.17,-0.16,0.0,19h32m09.06s,293.0377331,+46d16m39.08s,46.2775223,7.008179631809018,16.88,-16.38,13.155,0.069,-0.069,12.103,0.024,-0.024,13.1207,0.000307,-0.000307
3184,Kepler-218 b,Kepler-218,1,3,Transit,2014,Kepler,0,1.5302511883020988,1.1e-05,-1.1e-05,0.0,0.04497336564273116,,,0.0,0.9082585601768908,0.12,-0.12,0.0,0.132,0.011,-0.011,0.0,1.332366019094335,,,0.0,0.008751592851796218,,,0.0,M-R relationship,0.0,,,0.0,6.134828689415852,13.18,-12.74,0.0,7.053585727193677,,,0.0,0,,5502.0,74.0,-74.0,0.0,0.7227059828014898,0.08,-0.08,0.0,1.02,0.02,-0.02,0.0,0.31,0.066,-0.068,0.0,[Fe/H],4.39,0.06,-0.06,0.0,19h41m39.09s,295.4128785,+46d15m59.69s,46.2665801,6.488262237889329,6.355,-6.355,14.035,0.114,-0.114,12.311,0.022,-0.022,13.9069,0.000233,-0.000233
3185,Kepler-218 c,Kepler-218,1,3,Transit,2014,Kepler,0,3.8220890199577755,0.000167,-0.000167,0.0,0.22154226994723591,,,0.0,1.420695787837223,0.26,-0.26,0.0,0.28,0.023,-0.023,0.0,2.3978952727983707,,,0.0,0.03101405352916946,,,0.0,M-R relationship,0.0,,,0.0,2.8419981736119486,0.46,-0.45,0.0,6.2166061010848646,,,0.0,0,,5502.0,74.0,-74.0,0.0,0.7227059828014898,0.08,-0.08,0.0,1.02,0.02,-0.02,0.0,0.31,0.066,-0.068,0.0,[Fe/H],4.39,0.06,-0.06,0.0,19h41m39.09s,295.4128785,+46d15m59.69s,46.2665801,6.488262237889329,6.355,-6.355,14.035,0.114,-0.114,12.311,0.022,-0.022,13.9069,0.000233,-0.000233
3186,Kepler-218 d,Kepler-218,1,3,Transit,2016,Kepler,0,4.832500677422531,0.0005822,-0.0005822,0.0,0.39642436345601534,,,0.0,1.297463147413275,0.28,-0.18,0.0,0.237,0.025,-0.016,0.0,2.1471001901536506,,,0.0,0.023521195041345824,,,0.0,M-R relationship,0.0,,,0.0,1.6331544390514163,0.12,-0.11,0.0,5.877735781779639,,,0.0,0,,5542.0,83.8,-66.18,0.0,0.7030975114131134,0.1,-0.07,0.0,1.01,0.04,-0.04,0.0,0.31,0.066,-0.068,0.0,[Fe/H],4.42,0.07,-0.09,0.0,19h41m39.09s,295.4128785,+46d15m59.69s,46.2665801,6.488262237889329,6.355,-6.355,14.035,0.114,-0.114,12.311,0.022,-0.022,13.9069,0.000233,-0.000233
3187,Kepler-219 b,Kepler-219,1,3,Transit,2014,Kepler,0,1.7201761024464741,8e-06,-8e-06,0.0,0.055434706888100586,,,0.0,1.3737155789130306,0.49,-0.49,0.0,0.263,0.044,-0.044,0.0,2.303584593327129,,,0.0,0.027906953253007873,,,0.0,M-R relationship,0.0,,,0.0,6.126279490628498,14.99,-14.53,0.0,7.176254532017144,,,0.0,0,,5786.0,100.0,-100.0,0.0,0.9122827104766162,0.25,-0.25,0.0,1.17,0.06,-0.06,0.0,0.361,0.075,-0.075,0.0,[M/H],4.16,0.15,-0.15,0.0,19h14m57.35s,288.7389481,+46d45m45.33s,46.7625929,6.669586918399817,10.579,-10.579,13.823,0.103,-0.103,12.389,0.02,-0.02,13.7179,0.00024,-0.00024
3188,Kepler-219 c,Kepler-219,1,3,Transit,2014,Kepler,0,3.1660914404108134,7.5e-05,-7.5e-05,0.0,0.1527210870176639,,,0.0,1.5216989981260935,0.6,-0.6,0.0,0.319,0.054,-0.054,0.0,2.6026896854443837,,,0.0,0.03864362359220443,,,0.0,M-R relationship,0.0,,,0.0,4.009149716158869,1.78,-1.72,0.0,6.642486801367256,,,0.0,0,,5786.0,100.0,-100.0,0.0,0.9122827104766162,0.25,-0.25,0.0,1.17,0.06,-0.06,0.0,0.361,0.075,-0.075,0.0,[M/H],4.16,0.15,-0.15,0.0,19h14m57.35s,288.7389481,+46d45m45.33s,46.7625929,6.669586918399817,10.579,-10.579,13.823,0.103,-0.103,12.389,0.02,-0.02,13.7179,0.00024,-0.00024
3189,Kepler-219 d,Kepler-219,1,3,Transit,2014,Kepler,0,3.8898519335801685,0.000307,-0.000307,0.0,0.24059046491793043,,,0.0,1.3376291891386096,0.48,-0.48,0.0,0.251,0.043,-0.043,0.0,3.0007198150650303,29.9,-17.7,0.0,0.058268908123975775,0.094,-0.056,0.0,Mass,0.0,,,0.0,3.044998514856909,0.66,-0.64,0.0,6.395261598115449,,,0.0,0,,5786.0,100.0,-100.0,0.0,0.9122827104766162,0.25,-0.25,0.0,1.17,0.06,-0.06,0.0,0.361,0.075,-0.075,0.0,[M/H],4.16,0.15,-0.15,0.0,19h14m57.35s,288.7389481,+46d45m45.33s,46.7625929,6.669586918399817,10.579,-10.579,13.823,0.103,-0.103,12.389,0.02,-0.02,13.7179,0.00024,-0.00024
3190,Kepler-22 b,Kepler-22,1,1,Transit,2011,Kepler,0,5.672849959302704,0.0016,-0.002,0.0,0.6146449524049877,0.018,-0.017,0.0,1.2178757094949273,0.13,-0.13,0.0,0.212,0.012,-0.012,0.0,3.6109179126442243,,,1.0,0.10705907229340779,,,1.0,Mass,0.0,,,0.0,0.6729444732424258,0.01,-0.01,0.0,5.572154032177765,,,0.0,0,G5 V,5518.0,44.0,-44.0,0.0,0.6830968447064438,0.02,-0.02,0.0,0.97,0.06,-0.06,0.0,-0.29,0.06,-0.06,0.0,[Fe/H],4.44,0.06,-0.06,0.0,19h16m52.13s,289.2172051,+47d53m02.91s,47.8841427,5.276286458477214,0.927,-0.918,11.751,0.057,-0.057,10.152,0.014,-0.014,11.6444,0.000239,-0.000239
3191,Kepler-220 b,Kepler-220,1,4,Transit,2014,Kepler,0,1.6408991756931828,1e-05,-1e-05,0.0,0.04497336564273116,,,0.0,0.5933268452777344,0.05,-0.05,0.0,0.072,0.004,-0.004,0.0,0.3763795272130678,,,0.0,0.0014389641942542826,,,0.0,M-R relationship,0.0,,,0.0,4.663439094112067,1.56,-1.54,0.0,6.633318433280377,,,0.0,0,,4632.0,100.0,-100.0,0.0,0.5128236264286637,0.03,-0.03,0.0,0.65,0.03,-0.02,0.0,-0.174,0.021,-0.021,0.0,[M/H],4.65,0.15,-0.15,0.0,19h26m01.45s,291.5060432,+46d53m44.25s,46.8956262,5.1481279970273714,0.637,-0.633,13.049,0.092,-0.092,10.55,0.014,-0.014,12.8566,0.000201,-0.000201
3192,Kepler-220 c,Kepler-220,1,4,Transit,2014,Kepler,0,2.3059991584346626,9e-06,-9e-06,0.0,0.07325046173959268,,,0.0,0.9439058989071285,0.09,-0.09,0.0,0.14,0.008,-0.008,0.0,1.4085449700547104,,,0.0,0.00967306469568706,,,0.0,M-R relationship,0.0,,,0.0,3.6459719531026598,0.56,-0.55,0.0,6.375024819828097,,,0.0,0,,4632.0,100.0,-100.0,0.0,0.5128236264286637,0.03,-0.03,0.0,0.65,0.03,-0.02,0.0,-0.174,0.021,-0.021,0.0,[M/H],4.65,0.15,-0.15,0.0,19h26m01.45s,291.5060432,+46d53m44.25s,46.8956262,5.1481279970273714,0.637,-0.633,13.049,0.092,-0.092,10.55,0.014,-0.014,12.8566,0.000201,-0.000201
