,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
66,BD-08 2823 b,BD-08 2823,1,2,Radial Velocity,2009,La Silla Observatory,0,1.8870696490323797,0.02,-0.02,0.0,0.058268908123975775,0.0,0.0,0.0,1.5282278570085572,,,0.0,0.322,,,0.0,2.6183588726120104,3.1783,-3.1783,0.0,0.039220713153281295,0.01,-0.01,0.0,Msini,0.13976194237515868,0.15,-0.15,0.0,6.044189272017143,,,,6.820115242834518,,,,0,K3 V,4816.0,114.0,-114.0,0.0,0.5364933705145685,0.04,-0.04,0.0,0.5,0.26,-0.26,0.0,-0.06,,,0.0,[Fe/H],4.43,0.22,-0.22,0.0,10h00m47.33s,150.1971964,-09d30m59.65s,-9.5165689,3.745595270021869,0.0685,-0.0682,9.86,0.03,-0.03,7.323,0.021,-0.021,9.50331,0.000418,-0.000418
67,BD-08 2823 c,BD-08 2823,1,2,Radial Velocity,2009,La Silla Observatory,0,5.474788509663815,1.5,-1.5,0.0,0.5187937934151676,0.02,-0.02,0.0,2.6026896854443837,,,0.0,1.11,,,0.0,4.653960350157523,10.0,-10.0,0.0,0.28517894223366236,0.03,-0.03,0.0,Msini,0.173953307123438,0.09,-0.09,0.0,6.044189272017143,,,,6.820115242834518,,,,0,K3 V,4746.0,63.0,-63.0,0.0,0.5423242908253617,0.02,-0.02,0.0,0.74,0.07,-0.07,0.0,-0.07,0.03,-0.03,0.0,[Fe/H],4.13,0.26,-0.26,0.0,10h00m47.33s,150.1971964,-09d30m59.65s,-9.5165689,3.745595270021869,0.0685,-0.0682,9.86,0.03,-0.03,7.323,0.021,-0.021,9.50331,0.000418,-0.000418
68,BD-10 3166 b,BD-10 3166,1,1,Radial Velocity,2000,W. M. Keck Observatory,0,1.5013559191353472,0.00011,-0.00011,0.0,0.039220713153281295,0.0,0.0,0.0,2.714694743820879,,,0.0,1.26,,,0.0,5.23920251071117,22.2481,-22.2481,0.0,0.4637340162321401,0.07,-0.07,0.0,Msini,0.019802627296179712,0.02,-0.02,0.0,6.044189272017143,,,,6.820115242834518,,,,0,K0 V,5393.0,44.0,-44.0,0.0,0.6471032420585385,0.04,-0.04,0.0,1.47,0.24,-0.24,0.0,0.38,,,0.0,[Fe/H],4.69,0.06,-0.06,0.0,10h58m28.59s,164.6191243,-10d46m13.52s,-10.7704227,4.44742689378361,0.3537,-0.3508,10.013,0.007,-0.007,8.124,0.026,-0.026,9.83981,0.000607,-0.000607
69,BD-11 4672 b,BD-11 4672,1,2,Radial Velocity,2014,La Silla Observatory,0,7.399398083331354,13.0,-14.0,0.0,1.2119409739751128,0.04,-0.04,0.0,2.714694743820879,,,0.0,1.25,,,0.0,5.335562571977939,15.8915,-19.0698,0.0,0.5007752879124893,0.05,-0.06,0.0,Msini,0.04879016416943201,0.05,-0.03,0.0,6.044189272017143,,,,6.820115242834518,,,,0,K7 V,4550.0,110.0,-110.0,0.0,0.49469624183610705,0.02,-0.02,0.0,0.65,0.03,-0.03,0.0,-0.35,0.15,-0.15,0.0,[Fe/H],4.64,0.03,-0.03,0.0,18h33m28.53s,278.3688659,-11d38m13.37s,-11.6370481,3.3381333285177486,0.0346,-0.0346,10.03,0.03,-0.03,6.867,0.024,-0.024,9.48511,0.000518,-0.000518
70,BD-11 4672 c,BD-11 4672,1,2,Radial Velocity,2020,Roque de los Muchachos Observatory,0,4.320151230955794,0.06,-0.08,0.0,0.262364264467491,0.01,-0.01,0.0,1.6174060820832772,,,0.0,0.36,,,0.0,2.7954503913830435,2.97,-2.81,0.0,0.04722703836268181,0.00934,-0.00884,0.0,Msini,0.33647223662121295,0.13,-0.15,0.0,6.044189272017143,,,,6.820115242834518,,,,0,K7V,4550.0,110.0,-110.0,0.0,0.49469624183610705,0.02,-0.02,0.0,0.65,0.03,-0.03,0.0,-0.35,0.15,-0.15,0.0,[Fe/H],4.64,0.03,-0.03,0.0,18h33m28.53s,278.3688659,-11d38m13.37s,-11.6370481,3.3381333285177486,0.0346,-0.0346,10.03,0.03,-0.03,6.867,0.024,-0.024,9.48511,0.000518,-0.000518
72,BD-17 63 b,BD-17 63,1,1,Radial Velocity,2008,La Silla Observatory,0,6.487075005067492,0.6,-0.6,0.0,0.8501509293696101,0.02,-0.02,0.0,2.624668592163159,,,0.0,1.15,,,0.0,7.391353580493644,38.14,-38.14,0.0,1.8082887711792655,0.12,-0.12,0.0,Msini,0.43178241642553783,0.005,-0.005,0.0,6.044189272017143,,,,6.820115242834518,,,,0,K5 V,4714.0,93.0,-93.0,0.0,0.5247285289349821,,,0.0,0.74,0.03,-0.03,0.0,-0.03,0.06,-0.06,0.0,[Fe/H],4.26,0.24,-0.24,0.0,00h28m33.92s,7.1413494,-16d13m38.37s,-16.2273254,3.568413760847161,0.0929,-0.0924,9.62,0.03,-0.03,6.914,0.024,-0.024,9.20112,0.000514,-0.000514
73,CD Cet b,CD Cet,1,1,Radial Velocity,2020,Calar Alto Observatory,0,1.1911003081032612,0.00012,-0.00012,0.0,0.018330956684723457,0.0013,-0.0013,0.0,1.0367368849500223,,,0.0,0.162,,,0.0,1.599387576580599,0.42,-0.43,0.0,0.01235338180609827,0.00132,-0.00135,0.0,Msini,0.07011455648048513,,,,2.2617630984737906,2.4,-2.4,0.0,6.142037405587356,18.0,-18.0,0.0,0,M5.0 V,3130.0,51.0,-51.0,0.0,0.15700374880966475,0.01,-0.01,0.0,0.16,0.01,-0.01,0.0,0.13,0.16,-0.16,0.0,[Fe/H],4.93,0.04,-0.04,0.0,03h13m24.72s,48.3530155,+04d46m30.68s,4.7751881,2.262507612920783,0.00658,-0.00658,13.95,0.2,-0.2,7.833,0.024,-0.024,12.1232,0.00105,-0.00105
74,CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,1,1,Imaging,2011,W. M. Keck Observatory,0,9.214182979693634,2737.5,-2737.5,0.0,1.2809338454620642,0.3,-0.3,0.0,2.5952547069568657,,,0.0,1.11,,,0.0,8.113157061831764,1430.2,-1430.2,0.0,2.4423470353692043,4.5,-4.5,0.0,Mass,0.07011455648048513,,,,6.044189272017143,,,,5.916202062607435,40.0,-40.0,0.0,0,,580.5,24.5,-24.5,0.0,0.9286399026351327,,,,0.02,0.01,-0.01,0.0,0.009605241264559068,,,,,4.72,0.28,-0.28,0.0,14h58m29.00s,224.6208333,+10d13m43.0s,10.2286111,3.1822118404966093,2.4,-2.4,12.691995611621406,,,10.578823063834031,,,12.413303768058077,,
77,CI Tau b,CI Tau,1,1,Radial Velocity,2019,Multiple Observatories,0,2.301494498512016,0.0202,-0.0202,0.0,2.085603399420442,,,,2.5952547069568657,,,0.0,1.11,,,0.0,8.212792945844877,921.707,-858.141,0.0,2.533696813957432,2.9,-2.7,0.0,Mass,0.22314355131420976,0.16,-0.16,0.0,6.044189272017143,,,,6.820115242834518,,,,0,K7,3807.0,131.0,-131.0,0.0,1.0577902941478545,0.09,-0.42,0.0,0.9,0.02,-0.02,0.0,0.009605241264559068,,,,,4.373686006825939,,,,04h33m52.02s,68.4667685,+22d50m29.83s,22.8416192,5.068891623524768,1.198,-1.18,13.642,0.172,-0.172,7.793,0.02,-0.02,12.1454,0.011866,-0.011866
80,CoRoT-1 b,CoRoT-1,1,1,Transit,2008,CoRoT,0,0.919866610791581,6.4e-06,-6.4e-06,0.0,0.027148131919012056,0.00022,-0.00023,0.0,2.8735646395797834,0.9,-0.9,0.0,1.49,0.08,-0.08,0.0,5.794080112636982,38.14,-38.14,0.0,0.708035793053696,0.12,-0.12,0.0,Mass,0.0,,,0.0,7.956347147025585,,,0.0,7.549082710812286,50.0,-50.0,0.0,0,G0 V,5950.0,150.0,-150.0,0.0,0.7466879474879752,0.05,-0.05,0.0,0.95,0.15,-0.15,0.0,-0.3,0.25,-0.25,0.0,[M/H],4.25,0.3,-0.3,0.0,06h48m19.17s,102.0798591,-03d06m07.70s,-3.1021394,6.670650978325994,23.491,-23.491,13.623,0.114,-0.114,12.149,0.027,-0.027,13.457,0.000477,-0.000477
81,CoRoT-10 b,CoRoT-10,1,1,Transit,2010,CoRoT,0,2.6560970399276433,0.0002,-0.0002,0.0,0.10029772131536392,0.0021,-0.0021,0.0,2.4740142086215764,0.78,-0.78,0.0,0.97,0.07,-0.07,0.0,6.774223886357614,50.85,-50.85,0.0,1.3217558399823195,0.16,-0.16,0.0,Mass,0.4252677354043441,0.04,-0.04,0.0,6.044189272017143,,,,6.398594934535208,23.0,-23.0,0.0,0,K1 V,5075.0,75.0,-75.0,0.0,0.5822156198526637,0.05,-0.05,0.0,0.89,0.05,-0.05,0.0,0.26,0.07,-0.07,0.0,[Fe/H],4.65,0.1,-0.1,0.0,19h24m15.28s,291.0636813,+00d44m45.65s,0.7460143,5.827138102685946,3.9865,-3.9865,15.293,0.137,-0.137,11.782,0.021,-0.021,14.6645,0.000329,-0.000329
82,CoRoT-11 b,CoRoT-11,1,1,Transit,2010,CoRoT,0,1.384875855516358,1.1e-05,-1.1e-05,0.0,0.04267627428043632,0.005,-0.005,0.0,2.834976494674597,0.34,-0.34,0.0,1.43,0.03,-0.03,0.0,6.608688647663718,108.06,-108.06,0.0,1.2029723039923526,0.34,-0.34,0.0,Mass,0.0,,,0.0,6.044189272017143,,,,7.4133673356952405,55.0,-55.0,0.0,0,F6 V,6440.0,120.0,-120.0,0.0,0.8628899551470398,0.03,-0.03,0.0,1.27,0.05,-0.05,0.0,-0.03,0.08,-0.08,0.0,[Fe/H],4.22,0.23,-0.23,0.0,18h42m44.95s,280.6872998,+05d56m15.57s,5.9376586,6.486217189792556,24.947,-23.209,12.897,0.114,-0.114,11.248,0.022,-0.022,12.841,0.000336,-0.000336
83,CoRoT-12 b,CoRoT-12,1,1,Transit,2010,CoRoT,0,1.342353445317352,1.3e-05,-1.3e-05,0.0,0.03937454747402156,0.00093,-0.00092,0.0,2.8414149131696336,1.46,-1.46,0.0,1.44,0.13,-0.13,0.0,5.678252678392018,22.247,-20.658,0.0,0.6507614640635074,0.07,-0.065,0.0,Mass,0.06765864847381481,0.063,-0.042,0.0,6.495461911280392,,,0.0,7.274479558773871,58.0,-58.0,0.0,0,,5675.0,80.0,-80.0,0.0,0.7514160886839212,0.1,-0.09,0.0,1.08,0.08,-0.07,0.0,0.16,0.1,-0.1,0.0,[Fe/H],4.38,0.07,-0.06,0.0,06h43m03.76s,100.7656871,-01d17m47.20s,-1.2964437,7.027642765394543,55.745,-55.745,15.588,0.183,-0.183,13.557,0.042,-0.042,15.3453,0.00077,-0.00077
84,CoRoT-13 b,CoRoT-13,1,1,Transit,2010,CoRoT,0,1.616451261307603,3e-05,-3e-05,0.0,0.049742091894814065,0.0031,-0.0031,0.0,2.390595970316759,0.157,-0.157,0.0,0.885,0.014,-0.014,0.0,6.0323761376143965,20.976,-20.976,0.0,0.8363813486458531,0.066,-0.066,0.0,Mass,0.0,,,0.0,6.305417254710039,,,0.0,7.438971592395862,,,0.0,0,G0 V,5945.0,90.0,-90.0,0.0,0.6981347220709844,0.03,-0.03,0.0,1.09,0.02,-0.02,0.0,0.01,0.07,-0.07,0.0,[Fe/H],4.46,0.05,-0.05,0.0,06h50m53.07s,102.7211432,-05d05m11.24s,-5.0864557,7.047456349939451,62.12,-56.15,15.005,0.297,-0.297,13.376,0.039,-0.039,14.9147,0.0005,-0.0005
85,CoRoT-14 b,CoRoT-14,1,1,Transit,2010,CoRoT,0,0.9211349795370315,0.00013,-0.00013,0.0,0.02664193094642118,0.002,-0.002,0.0,2.5817308344235403,0.78,-0.78,0.0,1.09,0.07,-0.07,0.0,7.790034108264586,190.7,-190.7,0.0,2.151762203259462,0.6,-0.6,0.0,Mass,0.0,,,0.0,6.044189272017143,,,,7.577121930876679,66.0,-66.0,0.0,0,F9 V,6035.0,100.0,-100.0,0.0,0.7929925155296614,0.08,-0.08,0.0,1.13,0.09,-0.09,0.0,0.05,0.15,-0.15,0.0,[Fe/H],4.35,0.15,-0.15,0.0,06h53m41.81s,103.4242023,-05d32m09.74s,-5.5360385,7.464853615078806,173.03,-144.9,15.932,0.206,-0.206,13.806,0.053,-0.053,15.8116,0.000769,-0.000769
86,CoRoT-16 b,CoRoT-16,1,1,Transit,2011,CoRoT,0,1.8488122293386968,0.0002,-0.0002,0.0,0.05996558116743406,0.0015,-0.0015,0.0,2.6468837658647226,1.79,-1.57,0.0,1.17,0.16,-0.14,0.0,5.141850673498107,27.014,-26.379,0.0,0.4285303810391605,0.085,-0.083,0.0,Mass,0.28517894223366236,0.09,-0.1,0.0,6.044189272017143,,,,6.820115242834518,,,,0,G5 V,5650.0,100.0,-100.0,0.0,0.7839015438284094,0.14,-0.13,0.0,1.1,0.08,-0.08,0.0,0.19,0.06,-0.06,0.0,[M/H],4.36,0.1,-0.1,0.0,18h34m05.92s,278.5246658,-06d00m09.37s,-6.0026026,6.597703527173602,35.344,-32.282,16.052,0.217,-0.217,12.847,0.037,-0.037,15.6507,0.000998,-0.000998
87,CoRoT-17 b,CoRoT-17,1,1,Transit,2011,CoRoT,0,1.5619479026974776,0.0003,-0.0003,0.0,0.04506896336757811,0.0008,-0.0008,0.0,2.5201129055226197,0.78,-0.78,0.0,1.02,0.07,-0.07,0.0,6.650654139939497,95.34,-95.34,0.0,1.2325602611778486,0.3,-0.3,0.0,Mass,0.0,,,0.0,6.044189272017143,,,,7.394493107219038,31.0,-31.0,0.0,0,G2 V,5740.0,80.0,-80.0,0.0,0.9516578757114464,0.07,-0.07,0.0,1.04,0.1,-0.1,0.0,0.0,0.1,-0.1,0.0,[Fe/H],4.4,0.1,-0.1,0.0,18h34m47.82s,278.699236,-06d36m44.24s,-6.612288,7.070826056183954,57.17,-52.19,16.29,0.32,-0.32,12.472,0.054,-0.054,15.4368,0.000524,-0.000524
88,CoRoT-18 b,CoRoT-18,1,1,Transit,2011,CoRoT,0,1.0647346332586345,2.8e-06,-2.8e-06,0.0,0.029073247485707086,0.0016,-0.0016,0.0,2.7523860149222616,2.02,-2.02,0.0,1.31,0.18,-0.18,0.0,7.006532170065747,120.77,-120.77,0.0,1.4973884086254776,0.38,-0.38,0.0,Mass,0.07696104113612832,,,1.0,6.7150196838393095,,,0.0,7.346655163176539,90.0,-90.0,0.0,0,G9 V,5440.0,100.0,-100.0,0.0,0.6931471805599453,0.13,-0.13,0.0,0.95,0.15,-0.15,0.0,-0.1,0.1,-0.1,0.0,[Fe/H],4.4,0.1,-0.1,0.0,06h32m41.38s,98.1724172,-00d01m53.78s,-0.0316045,6.6410372506241355,27.614,-25.784,14.868,0.172,-0.172,13.014,0.03,-0.03,14.8009,0.001211,-0.001211
89,CoRoT-19 b,CoRoT-19,1,1,Transit,2011,CoRoT,0,1.5886493192332465,2e-05,-2e-05,0.0,0.05050298217310677,0.0008,-0.0008,0.0,2.738256043159276,0.34,-0.34,0.0,1.29,0.03,-0.03,0.0,5.868675251015361,19.07,-19.07,0.0,0.7466879474879752,0.06,-0.06,0.0,Mass,0.0459289318883998,0.045,-0.045,0.0,7.007428653466139,,,0.0,7.601402334583733,150.0,-150.0,0.0,0,F9 V,6090.0,70.0,-70.0,0.0,0.9745596399981308,0.04,-0.04,0.0,1.21,0.05,-0.05,0.0,-0.02,0.1,-0.1,0.0,[Fe/H],4.07,0.03,-0.03,0.0,06h28m08.06s,97.0335983,-00d10m14.63s,-0.1707293,6.674135796210959,26.737,-25.071,14.135,0.149,-0.149,11.837,0.024,-0.024,13.7831,0.000558,-0.000558
90,CoRoT-2 b,CoRoT-2,2,1,Transit,2008,CoRoT,0,1.009049842284412,1e-06,-1e-06,0.0,0.02759571159079919,0.00076,-0.0008,0.0,2.8583075976423187,0.471,-0.493,0.0,1.466,0.042,-0.044,0.0,7.006532170065747,69.92,-69.92,0.0,1.4973884086254776,0.22,-0.22,0.0,Mass,0.014198719399812949,0.0077,-0.0076,0.0,6.839380073842904,,,0.0,7.3277805384216315,18.0,-18.0,0.0,1,,5625.0,120.0,-120.0,0.0,0.6471032420585385,0.03,-0.03,0.0,0.96,0.08,-0.08,0.0,0.04,0.05,-0.05,0.0,[Fe/H],4.53,0.02,-0.02,0.0,19h27m06.49s,291.7770457,+01d23m01.19s,1.3836634,5.367297571288098,2.485,-2.43,12.516,0.092,-0.092,10.31,0.031,-0.031,12.2489,0.000911,-0.000911
91,CoRoT-20 b,CoRoT-20,1,2,Transit,2011,CoRoT,0,2.3265799011999486,0.0003,-0.0003,0.0,0.08617769624105233,0.002,-0.002,0.0,2.3433430854662136,0.448,-0.448,0.0,0.84,0.04,-0.04,0.0,7.220863109841352,63.566,-63.566,0.0,1.667706820558076,0.2,-0.2,0.0,Mass,0.4637340162321401,0.02,-0.02,0.0,5.203292146138927,,,0.0,6.932447891572509,16.0,-16.0,0.0,0,G2 V,5880.0,90.0,-90.0,0.0,0.7030975114131134,0.05,-0.05,0.0,1.14,0.08,-0.08,0.0,0.14,0.12,-0.12,0.0,,4.35,0.11,-0.14,0.0,06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931,6.73940881410076,24.171,-22.883,14.63,0.092,-0.092,12.513,0.029,-0.029,14.4686,0.000412,-0.000412
92,CoRoT-20 c,CoRoT-20,1,2,Radial Velocity,2018,Multiple Observatories,0,7.424165281042028,19.0,-17.0,0.0,1.3609765531356006,0.07,-0.07,0.0,2.580216829592325,,,0.0,1.09,,,0.0,8.5949150541653,317.83,-317.83,0.0,2.8903717578961645,1.0,-1.0,0.0,Msini,0.4700036292457355,0.03,-0.03,0.0,6.044189272017143,,,,6.820115242834518,,,,0,G2 V,4947.5,65.51,-52.5,0.0,0.8628899551470398,0.03,-0.04,0.0,1.14,0.08,-0.08,0.0,0.14,0.12,-0.12,0.0,,4.35,0.11,-0.14,0.0,06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931,6.73940881410076,24.171,-22.883,14.63,0.092,-0.092,12.513,0.029,-0.029,14.4686,0.000412,-0.000412
93,CoRoT-21 b,CoRoT-21,1,1,Transit,2012,CoRoT,0,1.314997050737765,0.00014,-0.00014,0.0,0.04085399400826605,0.0011,-0.0011,0.0,2.745474429748209,1.569,-1.569,0.0,1.3,0.14,-0.14,0.0,6.5782726778461145,98.5273,-98.5273,0.0,1.1817271953786161,0.31,-0.31,0.0,Mass,0.0,,,0.0,6.044189272017143,,,,6.820115242834518,,,,0,F8 IV,6200.0,100.0,-100.0,0.0,1.0818051703517284,0.21,-0.21,0.0,1.29,0.09,-0.09,0.0,0.0,0.1,-0.1,0.0,[Fe/H],3.7,0.1,-0.1,0.0,06h44m12.63s,101.0526207,-00d17m56.96s,-0.2991544,7.244109077804157,286.4501849,-286.4501849,16.058,0.435,-0.435,13.813,0.054,-0.054,15.8558,0.001968,-0.001968
94,CoRoT-22 b,CoRoT-22,1,1,Transit,2014,CoRoT,0,2.375461878977593,0.00011,-0.00011,0.0,0.08801087732271329,0.0014,-0.0014,0.0,1.7715567619105355,0.17,-0.39,0.0,0.435,0.015,-0.035,0.0,2.580216829592325,14.0,-8.8,0.0,0.037295784743696894,0.044,-0.028,0.0,Mass,0.07417939817425151,0.3,-0.042,0.0,6.044189272017143,,,,6.786716950605081,53.0,-280.0,0.0,0,G3 V,5939.0,54.0,-120.0,0.0,0.76080582903376,0.04,-0.09,0.0,1.1,0.05,-0.05,0.0,0.17,0.07,-0.12,0.0,[Fe/H],4.36,0.07,-0.03,0.0,18h42m40.11s,280.6671392,+06d13m09.00s,6.2191669,6.442791727180837,11.187,-10.808,13.82,0.114,-0.114,11.988,0.026,-0.026,13.7305,0.000304,-0.000304
95,CoRoT-23 b,CoRoT-23,1,1,Transit,2011,CoRoT,0,1.5328376062253037,0.0001,-0.0001,0.0,0.04688358589885042,0.004,-0.004,0.0,2.547098670044448,1.46,-1.46,0.0,1.05,0.13,-0.13,0.0,6.792232187726598,95.3,-95.3,0.0,1.33500106673234,0.3,-0.3,0.0,Mass,0.14842000511827327,0.02,-0.02,0.0,6.044189272017143,,,,7.415175109613295,,,0.0,0,G0 V,5900.0,100.0,-100.0,0.0,0.9593502213346021,0.18,-0.18,0.0,1.14,0.08,-0.08,0.0,0.05,0.1,-0.1,0.0,[Fe/H],4.3,0.2,-0.2,0.0,18h39m07.84s,279.7826586,+04d21m27.91s,4.3577516,6.967880952815315,45.47,-41.94,15.675,0.206,-0.206,12.364,0.032,-0.032,15.0681,0.000409,-0.000409
96,CoRoT-24 b,CoRoT-24,1,2,Transit,2014,CoRoT,0,1.8104830832261576,0.0006,-0.0006,0.0,0.054488185284069734,0.002,-0.002,0.0,1.547562508716013,0.4,-0.4,0.0,0.33,0.04,-0.04,0.0,1.9021075263969205,,,1.0,0.017839918128331,,,1.0,Mass,0.0,,,0.0,6.044189272017143,,,,6.976348070447749,140.0,-140.0,0.0,0,K1 V,4950.0,150.0,-150.0,0.0,0.6205764877251099,0.09,-0.09,0.0,0.91,0.09,-0.09,0.0,0.3,0.15,-0.15,0.0,[Fe/H],4.55,0.15,-0.15,0.0,06h47m41.41s,101.922543,-03d43m09.44s,-3.7192892,6.384443695705346,16.043,-15.232,15.383,0.114,-0.114,12.924,0.024,-0.024,15.1801,0.000631,-0.000631
97,CoRoT-24 c,CoRoT-24,1,2,Transit,2014,CoRoT,0,2.5462369049396063,0.0063,-0.0063,0.0,0.09349034308733889,0.003,-0.003,0.0,1.791759469228055,0.5,-0.5,0.0,0.44,0.04,-0.04,0.0,3.367295829986474,11.0,-11.0,0.0,0.08434114843375087,0.035,-0.035,0.0,Mass,0.0,,,0.0,6.044189272017143,,,,6.7464121285733745,80.0,-80.0,0.0,0,K1 V,4950.0,150.0,-150.0,0.0,0.6205764877251099,0.09,-0.09,0.0,0.91,0.09,-0.09,0.0,0.3,0.15,-0.15,0.0,[Fe/H],4.55,0.15,-0.15,0.0,06h47m41.41s,101.922543,-03d43m09.44s,-3.7192892,6.384443695705346,16.043,-15.232,15.383,0.114,-0.114,12.924,0.024,-0.024,15.1801,0.000631,-0.000631
98,CoRoT-25 b,CoRoT-25,1,1,Transit,2013,CoRoT,0,1.7682673440975085,6e-05,-6e-05,0.0,0.05619127964974249,0.002,-0.0009,0.0,2.5733752977756086,3.4,-1.12,0.0,1.08,0.3,-0.1,0.0,4.463721822403716,12.71,-12.71,0.0,0.23901690047049992,0.04,-0.04,0.0,Mass,0.0,,,0.0,6.044189272017143,,,,7.193685818395112,80.0,-40.0,0.0,0,F9,6040.0,90.0,-90.0,0.0,0.7839015438284094,0.14,-0.03,0.0,1.09,0.11,-0.05,0.0,-0.01,0.13,-0.13,0.0,[Fe/H],4.31,0.05,-0.08,0.0,18h42m31.12s,280.6296561,+06d30m49.76s,6.5138223,7.007129914955166,44.28,-41.05,14.79,0.172,-0.172,12.846,0.031,-0.031,14.711,0.000339,-0.000339
99,CoRoT-26 b,CoRoT-26,1,1,Transit,2013,CoRoT,0,1.6495697488500307,5e-05,-5e-05,0.0,0.05126329393754153,0.001,-0.001,0.0,2.716018370751387,1.46,-0.78,0.0,1.26,0.13,-0.07,0.0,5.113552828102942,15.89,-15.89,0.0,0.41871033485818504,0.05,-0.05,0.0,Mass,0.0,,,0.0,6.044189272017143,,,,7.3783837129967145,80.0,-70.0,0.0,0,G5,5590.0,100.0,-100.0,0.0,1.0260415958332743,0.18,-0.09,0.0,1.09,0.06,-0.06,0.0,0.01,0.13,-0.13,0.0,[Fe/H],3.99,0.05,-0.08,0.0,18h39m00.12s,279.7504991,+06d58m11.22s,6.9697828,6.952900713950112,,,15.861,0.195,-0.195,13.261,0.034,-0.034,15.4682,0.001683,-0.001683
100,CoRoT-27 b,CoRoT-27,1,1,Transit,2014,CoRoT,0,1.5206766416366135,6e-05,-6e-05,0.0,0.04650183365141978,0.0066,-0.0066,0.0,2.5085417928854343,0.493,-0.493,0.0,1.007,0.044,-0.044,0.0,8.102619727894082,174.8,-174.8,0.0,2.432735777459091,0.55,-0.55,0.0,Mass,0.06297479916138843,,,1.0,6.044189272017143,,,,7.313886831633462,130.0,-130.0,0.0,0,G2,5900.0,120.0,-120.0,0.0,0.7323678937132266,0.18,-0.06,0.0,1.05,0.11,-0.11,0.0,-0.1,0.1,-0.1,0.0,[M/H],4.4,0.1,-0.1,0.0,18h33m59.00s,278.4958319,+05d32m18.17s,5.5383811,6.918972134187302,69.26,-61.036,15.774,0.103,-0.103,12.985,0.033,-0.033,15.3902,0.000615,-0.000615
101,CoRoT-28 b,CoRoT-28,1,1,Transit,2015,CoRoT,0,1.8259209315684775,0.00038,-0.00038,0.0,0.058551886949615474,0.005,-0.005,0.0,2.460016100942874,0.74,-0.74,0.0,0.955,0.066,-0.066,0.0,5.042325932392052,27.65121,-27.65121,0.0,0.39474114474518873,0.087,-0.087,0.0,Mass,0.0459289318883998,0.055,-0.038,0.0,6.044189272017143,,,,6.820115242834518,,,,0,G8/9 IV,5150.0,100.0,-100.0,0.0,1.0224509277025458,0.11,-0.11,0.0,1.01,0.14,-0.14,0.0,0.15,0.1,-0.1,0.0,[Fe/H],3.6,0.2,-0.2,0.0,18h34m45.20s,278.6883216,+05d34m25.29s,5.5736911,6.6427253648252895,14.685,-14.152,13.783,0.069,-0.069,11.032,0.025,-0.025,13.4119,0.000393,-0.000393
102,CoRoT-29 b,CoRoT-29,1,1,Transit,2015,CoRoT,0,1.3482211892891367,6e-06,-6e-06,0.0,0.037873652428081515,0.0059,-0.0059,0.0,2.405863442447547,1.793,-1.793,0.0,0.9,0.16,-0.16,0.0,5.602692457057012,63.566,-63.566,0.0,0.6151856390902335,0.2,-0.2,0.0,Mass,0.07881118042428978,0.081,-0.081,0.0,6.044189272017143,,,,6.820115242834518,,,,0,K0 V,5260.0,100.0,-100.0,0.0,0.6418538861723948,0.12,-0.12,0.0,0.97,0.14,-0.14,0.0,0.2,0.1,-0.1,0.0,[Fe/H],4.3,0.2,-0.2,0.0,18h35m36.50s,278.9020691,+06d28m46.45s,6.4795703,6.693951723789889,44.027,-39.76,15.408,0.126,-0.126,13.048,0.031,-0.031,15.2394,0.000532,-0.000532
